"District","facility","cluster","Month","Year","Incidence"
"Karonga","DHO","Lupembe Health Centre","April","2018",172
"Karonga","DHO","Lupembe Health Centre","May","2018",208
"Karonga","DHO","Lupembe Health Centre","June","2018",245
"Karonga","DHO","Lupembe Health Centre","July","2018",281
"Karonga","DHO","Lupembe Health Centre","August","2018",318
"Karonga","DHO","Lupembe Health Centre","September","2018",354
"Karonga","DHO","Lupembe Health Centre","October","2018",391
"Karonga","DHO","Lupembe Health Centre","November","2018",428
"Karonga","DHO","Lupembe Health Centre","December","2018",464
"Rumphi","DHO","Lura Health Centre","January","2019",484
"Rumphi","DHO","Lura Health Centre","February","2019",469
"Rumphi","DHO","Lura Health Centre","March","2019",479
"Rumphi","DHO","Lura Health Centre","April","2019",282
"Rumphi","DHO","Lura Health Centre","May","2019",340
"Rumphi","DHO","Lura Health Centre","June","2019",140
"Rumphi","DHO","Lura Health Centre","July","2019",57
"Rumphi","DHO","Lura Health Centre","August","2019",34
"Rumphi","DHO","Lura Health Centre","September","2019",37
"Rumphi","DHO","Lura Health Centre","October","2019",65
"Rumphi","DHO","Lura Health Centre","November","2019",93
"Rumphi","DHO","Lura Health Centre","December","2019",269
"Rumphi","DHO","Lura Health Centre","January","2018",289
"Rumphi","DHO","Lura Health Centre","February","2018",312
"Rumphi","DHO","Lura Health Centre","March","2018",335
"Rumphi","DHO","Lura Health Centre","April","2018",359
"Rumphi","DHO","Lura Health Centre","May","2018",382
"Rumphi","DHO","Lura Health Centre","June","2018",405
"Rumphi","DHO","Lura Health Centre","July","2018",429
"Rumphi","DHO","Lura Health Centre","August","2018",452
"Rumphi","DHO","Lura Health Centre","September","2018",475
"Rumphi","DHO","Lura Health Centre","October","2018",498
"Rumphi","DHO","Lura Health Centre","November","2018",522
"Rumphi","DHO","Lura Health Centre","December","2018",545
"Lilongwe","DHO","Lutheran Mobile Clinic","January","2019",1668
"Lilongwe","DHO","Lutheran Mobile Clinic","February","2019",554
"Lilongwe","DHO","Lutheran Mobile Clinic","March","2019",819
"Lilongwe","DHO","Lutheran Mobile Clinic","April","2019",1053
"Lilongwe","DHO","Lutheran Mobile Clinic","May","2019",1022
"Lilongwe","DHO","Lutheran Mobile Clinic","June","2019",635
"Lilongwe","DHO","Lutheran Mobile Clinic","July","2019",248
"Lilongwe","DHO","Lutheran Mobile Clinic","August","2019",151
"Lilongwe","DHO","Lutheran Mobile Clinic","September","2019",130
"Lilongwe","DHO","Lutheran Mobile Clinic","October","2019",236
"Lilongwe","DHO","Lutheran Mobile Clinic","November","2019",304
"Lilongwe","DHO","Lutheran Mobile Clinic","December","2019",563
"Lilongwe","DHO","Lutheran Mobile Clinic","January","2018",483
"Lilongwe","DHO","Lutheran Mobile Clinic","February","2018",402
"Lilongwe","DHO","Lutheran Mobile Clinic","March","2018",322
"Lilongwe","DHO","Lutheran Mobile Clinic","April","2018",241
"Lilongwe","DHO","Lutheran Mobile Clinic","May","2018",161
"Lilongwe","DHO","Lutheran Mobile Clinic","June","2018",80
"Lilongwe","DHO","Lutheran Mobile Clinic","July","2018",0
"Lilongwe","DHO","Lutheran Mobile Clinic","August","2018",608
"Lilongwe","DHO","Lutheran Mobile Clinic","September","2018",647
"Lilongwe","DHO","Lutheran Mobile Clinic","October","2018",274
"Lilongwe","DHO","Lutheran Mobile Clinic","November","2018",274
"Lilongwe","DHO","Lutheran Mobile Clinic","December","2018",297
"Mzimba","North","Luvwere Dispensary","January","2019",48
"Mzimba","North","Luvwere Dispensary","February","2019",133
"Mzimba","North","Luvwere Dispensary","March","2019",455
"Mzimba","North","Luvwere Dispensary","April","2019",503
"Mzimba","North","Luvwere Dispensary","May","2019",607
"Mzimba","North","Luvwere Dispensary","June","2019",109
"Mzimba","North","Luvwere Dispensary","July","2019",57
"Mzimba","North","Luvwere Dispensary","August","2019",22
"Mzimba","North","Luvwere Dispensary","September","2019",9
"Mzimba","North","Luvwere Dispensary","October","2019",8
"Mzimba","North","Luvwere Dispensary","November","2019",6
"Mzimba","North","Luvwere Dispensary","December","2019",12
"Mzimba","North","Luvwere Dispensary","January","2018",93
"Mzimba","North","Luvwere Dispensary","February","2018",96
"Mzimba","North","Luvwere Dispensary","March","2018",99
"Mzimba","North","Luvwere Dispensary","May","2018",102
"Mzimba","North","Luvwere Dispensary","June","2018",105
"Mzimba","North","Luvwere Dispensary","July","2018",108
"Mzimba","North","Luvwere Dispensary","August","2018",111
"Mzimba","North","Luvwere Dispensary","September","2018",114
"Mzimba","North","Luvwere Dispensary","October","2018",116
"Mzimba","North","Luvwere Dispensary","November","2018",119
"Mzimba","North","Luvwere Dispensary","December","2018",122
"Mangochi","DHO","Luwalika Health Centre","January","2019",154
"Mangochi","DHO","Luwalika Health Centre","February","2019",127
"Mangochi","DHO","Luwalika Health Centre","March","2019",122
"Mangochi","DHO","Luwalika Health Centre","April","2019",120
"Mangochi","DHO","Luwalika Health Centre","May","2019",94
"Mangochi","DHO","Luwalika Health Centre","June","2019",54
"Mangochi","DHO","Luwalika Health Centre","July","2019",44
"Mangochi","DHO","Luwalika Health Centre","August","2019",39
"Mangochi","DHO","Luwalika Health Centre","September","2019",43
"Mangochi","DHO","Luwalika Health Centre","October","2019",82
"Mangochi","DHO","Luwalika Health Centre","November","2019",83
"Mangochi","DHO","Luwalika Health Centre","December","2019",88
"Mangochi","DHO","Luwalika Health Centre","January","2018",95
"Mangochi","DHO","Luwalika Health Centre","February","2018",102
"Mangochi","DHO","Luwalika Health Centre","March","2018",110
"Mangochi","DHO","Luwalika Health Centre","April","2018",117
"Mangochi","DHO","Luwalika Health Centre","May","2018",124
"Mangochi","DHO","Luwalika Health Centre","July","2018",131
"Mangochi","DHO","Luwalika Health Centre","August","2018",673
"Mangochi","DHO","Luwalika Health Centre","September","2018",1216
"Neno","DHO","Luwani Health Centre","January","2019",230
"Neno","DHO","Luwani Health Centre","February","2019",366
"Neno","DHO","Luwani Health Centre","March","2019",485
"Neno","DHO","Luwani Health Centre","April","2019",411
"Neno","DHO","Luwani Health Centre","May","2019",464
"Neno","DHO","Luwani Health Centre","June","2019",182
"Neno","DHO","Luwani Health Centre","July","2019",52
"Neno","DHO","Luwani Health Centre","August","2019",56
"Neno","DHO","Luwani Health Centre","September","2019",45
"Neno","DHO","Luwani Health Centre","October","2019",54
"Neno","DHO","Luwani Health Centre","November","2019",28
"Neno","DHO","Luwani Health Centre","December","2019",113
"Neno","DHO","Luwani Health Centre","January","2018",121
"Neno","DHO","Luwani Health Centre","February","2018",136
"Neno","DHO","Luwani Health Centre","March","2018",150
"Neno","DHO","Luwani Health Centre","April","2018",165
"Neno","DHO","Luwani Health Centre","May","2018",179
"Neno","DHO","Luwani Health Centre","June","2018",194
"Neno","DHO","Luwani Health Centre","July","2018",208
"Neno","DHO","Luwani Health Centre","August","2018",223
"Neno","DHO","Luwani Health Centre","September","2018",238
"Neno","DHO","Luwani Health Centre","October","2018",252
"Neno","DHO","Luwani Health Centre","November","2018",267
"Neno","DHO","Luwani Health Centre","December","2018",281
"Mzimba","South","Luwawa Health Centre","January","2019",125
"Mzimba","South","Luwawa Health Centre","February","2019",155
"Mzimba","South","Luwawa Health Centre","March","2019",164
"Mzimba","South","Luwawa Health Centre","April","2019",171
"Mzimba","South","Luwawa Health Centre","May","2019",113
"Mzimba","South","Luwawa Health Centre","June","2019",115
"Mzimba","South","Luwawa Health Centre","July","2019",76
"Mzimba","South","Luwawa Health Centre","August","2019",28
"Mzimba","South","Luwawa Health Centre","September","2019",20
"Mzimba","South","Luwawa Health Centre","October","2019",66
"Mzimba","South","Luwawa Health Centre","November","2019",134
"Mzimba","South","Luwawa Health Centre","December","2019",245
"Mzimba","South","Luwawa Health Centre","January","2018",192
"Mzimba","South","Luwawa Health Centre","February","2018",206
"Mzimba","South","Luwawa Health Centre","March","2018",219
"Mzimba","South","Luwawa Health Centre","April","2018",233
"Mzimba","South","Luwawa Health Centre","May","2018",247
"Mzimba","South","Luwawa Health Centre","June","2018",261
"Mzimba","South","Luwawa Health Centre","July","2018",74
"Mzimba","South","Luwawa Health Centre","August","2018",83
"Mzimba","South","Luwawa Health Centre","September","2018",64
"Mzimba","South","Luwawa Health Centre","October","2018",93
"Mzimba","South","Luwawa Health Centre","November","2018",90
"Mzimba","South","Luwawa Health Centre","December","2018",73
"Mzimba","South","Luwerezi Health Centre","January","2019",622
"Mzimba","South","Luwerezi Health Centre","February","2019",1341
"Mzimba","South","Luwerezi Health Centre","March","2019",1417
"Mzimba","South","Luwerezi Health Centre","April","2019",1421
"Mzimba","South","Luwerezi Health Centre","May","2019",1545
"Mzimba","South","Luwerezi Health Centre","June","2019",1397
"Mzimba","South","Luwerezi Health Centre","July","2019",689
"Mzimba","South","Luwerezi Health Centre","August","2019",313
"Mzimba","South","Luwerezi Health Centre","September","2019",321
"Mzimba","South","Luwerezi Health Centre","October","2019",361
"Mzimba","South","Luwerezi Health Centre","November","2019",585
"Mzimba","South","Luwerezi Health Centre","December","2019",1048
"Mzimba","South","Luwerezi Health Centre","January","2018",696
"Mzimba","South","Luwerezi Health Centre","February","2018",691
"Mzimba","South","Luwerezi Health Centre","March","2018",685
"Mzimba","South","Luwerezi Health Centre","April","2018",680
"Mzimba","South","Luwerezi Health Centre","May","2018",1222
"Mzimba","South","Luwerezi Health Centre","June","2018",642
"Mzimba","South","Luwerezi Health Centre","July","2018",740
"Mzimba","South","Luwerezi Health Centre","August","2018",457
"Mzimba","South","Luwerezi Health Centre","September","2018",341
"Mzimba","South","Luwerezi Health Centre","October","2018",611
"Mzimba","South","Luwerezi Health Centre","November","2018",529
"Mzimba","South","Luwerezi Health Centre","December","2018",581
"Rumphi","DHO","Luwuchi Health Centre","January","2019",577
"Rumphi","DHO","Luwuchi Health Centre","February","2019",225
"Rumphi","DHO","Luwuchi Health Centre","March","2019",189
"Rumphi","DHO","Luwuchi Health Centre","April","2019",161
"Rumphi","DHO","Luwuchi Health Centre","May","2019",109
"Rumphi","DHO","Luwuchi Health Centre","June","2019",101
"Rumphi","DHO","Luwuchi Health Centre","July","2019",64
"Rumphi","DHO","Luwuchi Health Centre","August","2019",98
"Rumphi","DHO","Luwuchi Health Centre","September","2019",102
"Rumphi","DHO","Luwuchi Health Centre","October","2019",102
"Rumphi","DHO","Luwuchi Health Centre","November","2019",94
"Rumphi","DHO","Luwuchi Health Centre","December","2019",221
"Rumphi","DHO","Luwuchi Health Centre","January","2018",223
"Rumphi","DHO","Luwuchi Health Centre","February","2018",227
"Rumphi","DHO","Luwuchi Health Centre","March","2018",232
"Rumphi","DHO","Luwuchi Health Centre","April","2018",237
"Rumphi","DHO","Luwuchi Health Centre","May","2018",241
"Rumphi","DHO","Luwuchi Health Centre","June","2018",246
"Rumphi","DHO","Luwuchi Health Centre","July","2018",250
"Rumphi","DHO","Luwuchi Health Centre","August","2018",255
"Rumphi","DHO","Luwuchi Health Centre","September","2018",260
"Rumphi","DHO","Luwuchi Health Centre","October","2018",264
"Rumphi","DHO","Luwuchi Health Centre","November","2018",272
"Rumphi","DHO","Luwuchi Health Centre","December","2018",335
"Mzimba","North","Luzi Health Centre","January","2019",264
"Mzimba","North","Luzi Health Centre","February","2019",168
"Mzimba","North","Luzi Health Centre","March","2019",323
"Mzimba","North","Luzi Health Centre","April","2019",553
"Mzimba","North","Luzi Health Centre","May","2019",632
"Mzimba","North","Luzi Health Centre","June","2019",294
"Mzimba","North","Luzi Health Centre","July","2019",136
"Mzimba","North","Luzi Health Centre","August","2019",38
"Mzimba","North","Luzi Health Centre","September","2019",25
"Mzimba","North","Luzi Health Centre","October","2019",26
"Mzimba","North","Luzi Health Centre","November","2019",36
"Mzimba","North","Luzi Health Centre","December","2019",62
"Mzimba","North","Luzi Health Centre","March","2018",158
"Mzimba","North","Luzi Health Centre","April","2018",159
"Mzimba","North","Luzi Health Centre","May","2018",159
"Mzimba","North","Luzi Health Centre","June","2018",159
"Mzimba","North","Luzi Health Centre","July","2018",160
"Mzimba","North","Luzi Health Centre","August","2018",160
"Mzimba","North","Luzi Health Centre","September","2018",161
"Mzimba","North","Luzi Health Centre","October","2018",161
"Mzimba","North","Luzi Health Centre","November","2018",162
"Mzimba","North","Luzi Health Centre","December","2018",162
"Nkhata","Bay","Lwazi Health Centre","January","2019",456
"Nkhata","Bay","Lwazi Health Centre","February","2019",411
"Nkhata","Bay","Lwazi Health Centre","March","2019",382
"Nkhata","Bay","Lwazi Health Centre","April","2019",322
"Nkhata","Bay","Lwazi Health Centre","May","2019",341
"Nkhata","Bay","Lwazi Health Centre","June","2019",249
"Nkhata","Bay","Lwazi Health Centre","July","2019",188
"Nkhata","Bay","Lwazi Health Centre","August","2019",188
"Nkhata","Bay","Lwazi Health Centre","September","2019",225
"Nkhata","Bay","Lwazi Health Centre","October","2019",436
"Nkhata","Bay","Lwazi Health Centre","November","2019",496
"Nkhata","Bay","Lwazi Health Centre","December","2019",496
"Nkhata","Bay","Lwazi Health Centre","January","2018",544
"Nkhata","Bay","Lwazi Health Centre","February","2018",593
"Nkhata","Bay","Lwazi Health Centre","March","2018",641
"Nkhata","Bay","Lwazi Health Centre","April","2018",690
"Nkhata","Bay","Lwazi Health Centre","May","2018",738
"Nkhata","Bay","Lwazi Health Centre","June","2018",787
"Nkhata","Bay","Lwazi Health Centre","July","2018",835
"Nkhata","Bay","Lwazi Health Centre","August","2018",884
"Nkhata","Bay","Lwazi Health Centre","September","2018",932
"Nkhata","Bay","Lwazi Health Centre","October","2018",981
"Nkhata","Bay","Lwazi Health Centre","November","2018",1029
"Nkhata","Bay","Lwazi Health Centre","December","2018",1078
"Karonga","DHO","Lwezga Health Centre","January","2019",501
"Karonga","DHO","Lwezga Health Centre","February","2019",589
"Karonga","DHO","Lwezga Health Centre","March","2019",398
"Karonga","DHO","Lwezga Health Centre","April","2019",193
"Karonga","DHO","Lwezga Health Centre","May","2019",186
"Karonga","DHO","Lwezga Health Centre","June","2019",221
"Karonga","DHO","Lwezga Health Centre","July","2019",230
"Karonga","DHO","Lwezga Health Centre","August","2019",339
"Karonga","DHO","Lwezga Health Centre","September","2019",304
"Karonga","DHO","Lwezga Health Centre","October","2019",227
"Karonga","DHO","Lwezga Health Centre","November","2019",172
"Karonga","DHO","Lwezga Health Centre","December","2019",335
"Karonga","DHO","Lwezga Health Centre","January","2018",288
"Karonga","DHO","Lwezga Health Centre","February","2018",273
"Karonga","DHO","Lwezga Health Centre","March","2018",259
"Karonga","DHO","Lwezga Health Centre","April","2018",244
"Karonga","DHO","Lwezga Health Centre","May","2018",229
"Karonga","DHO","Lwezga Health Centre","June","2018",214
"Karonga","DHO","Lwezga Health Centre","July","2018",199
"Karonga","DHO","Lwezga Health Centre","August","2018",184
"Karonga","DHO","Lwezga Health Centre","September","2018",169
"Karonga","DHO","Lwezga Health Centre","October","2018",154
"Karonga","DHO","Lwezga Health Centre","November","2018",139
"Karonga","DHO","Lwezga Health Centre","December","2018",124
"Zomba","DHO","M'mambo Heaith Centre","January","2019",2120
"Zomba","DHO","M'mambo Heaith Centre","February","2019",1641
"Zomba","DHO","M'mambo Heaith Centre","March","2019",1575
"Zomba","DHO","M'mambo Heaith Centre","April","2019",1165
"Zomba","DHO","M'mambo Heaith Centre","May","2019",973
"Zomba","DHO","M'mambo Heaith Centre","June","2019",834
"Zomba","DHO","M'mambo Heaith Centre","July","2019",534
"Zomba","DHO","M'mambo Heaith Centre","August","2019",1221
"Zomba","DHO","M'mambo Heaith Centre","September","2019",1040
"Zomba","DHO","M'mambo Heaith Centre","October","2019",983
"Zomba","DHO","M'mambo Heaith Centre","November","2019",609
"Zomba","DHO","M'mambo Heaith Centre","December","2019",1408
"Zomba","DHO","M'mambo Heaith Centre","January","2018",1239
"Zomba","DHO","M'mambo Heaith Centre","February","2018",1231
"Zomba","DHO","M'mambo Heaith Centre","March","2018",1223
"Zomba","DHO","M'mambo Heaith Centre","April","2018",1215
"Zomba","DHO","M'mambo Heaith Centre","May","2018",1207
"Zomba","DHO","M'mambo Heaith Centre","June","2018",1199
"Zomba","DHO","M'mambo Heaith Centre","July","2018",1191
"Zomba","DHO","M'mambo Heaith Centre","August","2018",1183
